6846144;487468;749027;6846144N;6847182;487444;748812;6847182N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6849701;487359;748816;6849701N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846516;487359;748816;6846516N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6847230;487442;748830;6847230N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846159;487441;748845;6846159N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6851012;487441;748845;6851012N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6844765;487468;749027;6844765N;6845104;487282;748891;6845104N;Greysoft Sp. z o.o.;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846487;487282;748891;6846487N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6844765;487468;749027;6844765N;6844786;487271;748912;6844786N;Greysoft Sp. z o.o.;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846621;487286;748917;6846621N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846632;487331;749000;6846632N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6844765;487468;749027;6844765N;6844971;487371;748871;6844971N;Greysoft Sp. z o.o.;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6844765;487468;749027;6844765N;6845107;487385;748919;6845107N;Greysoft Sp. z o.o.;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6849364;487366;749003;6849364N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6849723;487396;749024;6849723N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846518;487385;748919;6846518N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6849525;487407;748869;6849525N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6849689;487437;748876;6849689N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6844765;487468;749027;6844765N;6845069;487439;748861;6845069N;Greysoft Sp. z o.o.;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6847352;487452;749019;6847352N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6847343;487407;748869;6847343N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6847011;487467;749007;6847011N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846880;487439;748861;6846880N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846471;487308;748824;6846471N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6849728;487320;748852;6849728N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6849697;487312;748880;6849697N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6849746;487352;748882;6849746N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6848845;487468;749027;6848845N;6849365;487331;748888;6849365N;USŁUGI INTERNETOWE "MAJESTIC" Michalina Siwek-Miękus;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846452;487345;748844;6846452N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846320;487327;748837;6846320N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846312;487336;748874;6846312N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
6846144;487468;749027;6846144N;6846439;487312;748795;6846439N;DS project Damian Siwek;światłowodowe;-;Nie;Tak;-;-;-;podziemny w rurociągu;1;Nie
