6507966;472698;727011;6507966C;6507963;472700;727074;6507963C;LOGITUS Sp. z o.o.;światłowodowe;-;Nie;Nie;-;-;-;podziemny w rurociągu;0.1;Nie
6285562;473229;727026;6285562C;6229005;473263;727041;6229005C;Orange Polska S.A.;światłowodowe;-;Tak;Nie;-;-;-;podziemny w kanalizacji;0.1;Nie
6025661;472955;727231;6025661C;6474846;473039;727132;6474846C;Orange Polska S.A.;światłowodowe;-;Tak;Nie;-;-;-;podziemny w kanalizacji;0.2;Nie
6243431;473235;727444;6243431C;6175276;473198;727435;6175276C;Orange Polska S.A.;światłowodowe;-;Tak;Nie;-;-;-;podziemny w kanalizacji;0.1;Nie
6575376;472995;727015;6575376C;6567949;473083;726804;6567949C;Orange Polska S.A.;światłowodowe;-;Tak;Nie;-;-;-;podziemny w kanalizacji;0.5;Nie
6839116;472733;727034;6839116N;5763736;472609;726866;5763736C;Orange Polska S.A.;światłowodowe;-;Tak;Nie;-;-;-;podziemny w kanalizacji;0.5;Nie
6507966;472698;727011;6507966C;6507959;472602;727013;6507959C;LOGITUS Sp. z o.o.;światłowodowe;-;Nie;Nie;-;-;-;podziemny w rurociągu;0.1;Nie
6507959;472602;727013;6507959C;6507962;472580;727042;6507962C;LOGITUS Sp. z o.o.;światłowodowe;-;Nie;Nie;-;-;-;podziemny w rurociągu;0.1;Nie
6254346;473108;726669;6254346C;6839116;472733;727034;6839116N;Orange Polska S.A.;światłowodowe;-;Tak;Nie;-;-;-;podziemny w kanalizacji;1.1;Nie
6129552;473485;726807;6129552C;6956003;474114;726736;6956003N;T-MOBILE POLSKA S.A.;światłowodowe;-;Nie;Nie;-;-;-;podziemny;0.7;Nie
7173427;474389;726755;7173427N;7174481;472472;726778;7174481N;ENERGA-OPERATOR S.A.;światłowodowe;-;Tak;Nie;-;-;-;napowietrzny;3.2;Nie
5987948;475910;726770;5987948C;6837861;473107;727632;6837861N;Orange Polska S.A.;światłowodowe;-;Tak;Nie;-;-;-;podziemny w kanalizacji;3.9;Nie
6837861;473107;727632;6837861N;5817236;473413;726785;5817236C;Orange Polska S.A.;światłowodowe;-;Tak;Nie;-;-;-;podziemny w kanalizacji;1.3;Nie
6507197;472699;727216;6507197C;6507966;472698;727011;6507966C;LOGITUS Sp. z o.o.;światłowodowe;-;Nie;Nie;-;-;-;podziemny w rurociągu;0.4;Nie
